"assessid","stockid","mgmt","assessor","years","year","method","method1","method2","country","region","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","msy_true","b0_true","msy_true_units","b0_true_units","tl_nyrs","tl_avg","tl_units","tc_nyrs","tc_avg","tc_units","catch_type","catch_nyrs","catch_avg","catch_units","r_nyrs","r_avg","r_units","ssb_nyrs","ssb_avg","ssb_units","tb_nyrs","tb_avg","tb_units","tn_nyrs","tn_avg","tn_units","sp_model"
"STECF-SPRBLKGSA29-1995-2014-OSIO","SPRBLKGSA29","GFCM","STECF","1995-2014",2014,"Statistical catch at age model","ICA","Integrated Catch-at-age Analysis","multinational","Mediterranean-Black Sea","Black Sea","multinational-GFCM-GSA29","Sprat Black Sea","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus sprattus","Sprattus sprattus","Sprat",NA,NA,NA,NA,0,NA,NA,20,52875,"MT","tc",20,52875,"MT",20,124375000000,"E00",20,304500,"MT",0,NA,NA,0,NA,NA,NA
"NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","SPSDOGPCOAST","NMFS","NWFSC","1916-2011",2011,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","USA","US West Coast","Pacific Coast","USA-NMFS-PCOAST","Spotted spiny dogfish Pacific Coast","Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus suckleyi","Squalus suckleyi","Spotted spiny dogfish",848,NA,"MT",NA,0,NA,NA,95,1613.66094736842,"MT","tc",95,1613.66094736842,"MT",96,20491666.6666667,"E00",96,56720833.3333333,"E00",96,258229.166666667,"MT",0,NA,NA,"yes"
"FAO-DRSS-SPSHRIMPWA-1990-2007-CHING","SPSHRIMPWA","FAO","FAO-DRSS","1990-2007",2007,"Biomass dynamics model","DPM","Dynamic production model","multinational","West Africa","West Africa","multinational-FAO-WA","Southern Pink Shrimp West Africa","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus notialis","Farfantepenaeus notialis","Southern pink shrimp",NA,NA,NA,NA,0,NA,NA,18,3219.44444444444,"MT","tc",18,3219.44444444444,"MT",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"AFSC-SRAKEROCKBSAI-1977-2010-STACHURA","SRAKEROCKBSAI","NMFS","AFSC","1977-2010",2010,"Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","US Alaska","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Shortraker rockfish Bering Sea and Aleutian Islands","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes borealis","Sebastes borealis","Shortraker rockfish",NA,NA,NA,NA,0,NA,NA,33,414.030303030303,"MT","tc",33,414.030303030303,"MT",0,NA,NA,0,NA,NA,31,24203.2258064516,"MT",0,NA,NA,"yes"
"DFO-SSALMA1-1980-2002-HIVELY","SSALMA1","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 1","Canada-DFO-A1","Sockeye Salmon Area 1","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,23,12506.3913043478,"E00","tc",23,12506.3913043478,"E00",0,NA,NA,23,14278.2608695652,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMA12-1980-2004-HIVELY","SSALMA12","DFO","DFO","1980-2004",2004,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 12","Canada-DFO-A12","Sockeye Salmon Area 12","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,25,8816.56,"E00","tc",25,8816.56,"E00",0,NA,NA,25,57696,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMA13-1980-2004-HIVELY","SSALMA13","DFO","DFO","1980-2004",2004,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 13","Canada-DFO-A13","Sockeye Salmon Area 13","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,25,1567.36,"E00","tc",25,1567.36,"E00",0,NA,NA,25,6565.84,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMA16-1980-2002-HIVELY","SSALMA16","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 16","Canada-DFO-A16","Sockeye Salmon Area 16","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,23,476.173913043478,"E00","tc",23,476.173913043478,"E00",0,NA,NA,23,1980.17391304348,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMA28-1980-2003-HIVELY","SSALMA28","DFO","DFO","1980-2003",2003,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 28","Canada-DFO-A28","Sockeye Salmon Area 28","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,24,13593.75,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMA2E-1980-2002-HIVELY","SSALMA2E","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 2E","Canada-DFO-A2E","Sockeye Salmon Area 2E","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,23,6717.39130434783,"E00","tc",23,6717.39130434783,"E00",0,NA,NA,23,8789.5652173913,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMA2W-1980-2002-HIVELY","SSALMA2W","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 2W","Canada-DFO-A2W","Sockeye Salmon Area 2W","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,20,2184.25,"E00","tc",20,2184.25,"E00",0,NA,NA,20,2507.55,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMA5-1980-2002-HIVELY","SSALMA5","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 5","Canada-DFO-A5","Sockeye Salmon Area 5","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,23,34573.9130434783,"E00","tc",23,34573.9130434783,"E00",0,NA,NA,23,19810,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMA6-1980-2002-HIVELY","SSALMA6","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 6","Canada-DFO-A6","Sockeye Salmon Area 6","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,23,42085.652173913,"E00","tc",23,42085.652173913,"E00",0,NA,NA,23,20330.4347826087,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMA7-1980-2002-HIVELY","SSALMA7","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 7","Canada-DFO-A7","Sockeye Salmon Area 7","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,23,21294.1304347826,"E00","tc",23,21294.1304347826,"E00",0,NA,NA,23,1960.26086956522,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMA8-1980-2002-HIVELY","SSALMA8","DFO","DFO","1980-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 8","Canada-DFO-A8","Sockeye Salmon Area 8","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,23,90230.8695652174,"E00","tc",23,90230.8695652174,"E00",0,NA,NA,23,43986.9565217391,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMADAMS-1948-2001-HIVELY","SSALMADAMS","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Adams","Canada-DFO-ADAMS","Sockeye Salmon Adams","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,49,1403176.32653061,"E00","tc",49,1403176.32653061,"E00",49,1944500.81632653,"E00",54,499956.759259259,"E00",0,NA,NA,49,1945121.83673469,"E00",NA
"ADFG-SSALMAKALURAL-1970-2003-HIVELY","SSALMAKALURAL","AKSTATE","ADFG","1970-2003",2003,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Akalura Lake","USA-AKSTATE-AKALURAL","Sockeye Salmon Akalura Lake","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,33,20211.8181818182,"E00",0,NA,NA,0,NA,NA,NA
"TINRO-SSALMANADYRSW-1952-2004-HIVELY","SSALMANADYRSW","TINRO","TINRO","1952-2004",2004,"Unknown","unknown","Unknown","Russia","Russia Japan (Pacific Salmon)","Anadyr sockeye wild","Russia-TINRO-ANADYRSW","Sockeye Salmon Anadyr sockeye wild","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,53,33085.8490566038,"E00","tc",53,33085.8490566038,"E00",0,NA,NA,53,103479.245283019,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMATNARKO-1953-1999-HIVELY","SSALMATNARKO","DFO","DFO","1953-1999",1999,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Atnarko (Area 8)","Canada-DFO-ATNARKO","Sockeye Salmon Atnarko","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,47,73946.8085106383,"E00",NA
"ADFG-SSALMAWKER-1973-2002-HIVELY","SSALMAWKER","AKSTATE","ADFG","1973-2002",2002,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Akwe River","USA-AKSTATE-AWKER","Sockeye Salmon Akwe River","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,30,7487,"E00","tc",30,7487,"E00",0,NA,NA,19,14231.5789473684,"E00",0,NA,NA,19,21767.3684210526,"E00",NA
"DFO-SSALMBARKS-1977-2004-HIVELY","SSALMBARKS","DFO","DFO","1977-2004",2004,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Barkley Sound","Canada-DFO-BARKS","Sockeye Salmon Barkley Sound","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,28,423172.142857143,"E00","tc",28,423172.142857143,"E00",20,761550,"E00",28,348471.428571429,"E00",0,NA,NA,28,772264.285714286,"E00",NA
"ADFG-SSALMBEARR-1980-2005-HIVELY","SSALMBEARR","AKSTATE","ADFG","1980-2005",2005,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Bear River","USA-AKSTATE-BEARR","Sockeye Salmon Bear River","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,14,514371.428571429,"E00","tc",14,514371.428571429,"E00",19,622000,"E00",26,156665.384615385,"E00",0,NA,NA,14,675785.714285714,"E00",NA
"DFO-SSALMBIRKENH-1948-2001-HIVELY","SSALMBIRKENH","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Birkenhead","Canada-DFO-BIRKENH","Sockeye Salmon Birkenhead","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,49,319961.224489796,"E00","tc",49,319961.224489796,"E00",49,416808.163265306,"E00",54,73283.3333333333,"E00",0,NA,NA,49,412626.530612245,"E00",NA
"ADFG-SSALMBLACKL-1918-1999-HIVELY","SSALMBLACKL","AKSTATE","ADFG","1918-1999",1999,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Black Lake","USA-AKSTATE-BLACKL","Sockeye Salmon Black Lake","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,78,497701.384615385,"E00","tc",78,497701.384615385,"E00",76,918039.473684211,"E00",78,427697.948717949,"E00",0,NA,NA,78,925551.282051282,"E00",NA
"DFO-SSALMBOWRON-1948-2001-HIVELY","SSALMBOWRON","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Bowron","Canada-DFO-BOWRON","Sockeye Salmon Bowron","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,49,34963.2653061224,"E00","tc",49,34963.2653061224,"E00",48,46373.9583333333,"E00",54,10396.1111111111,"E00",0,NA,NA,49,44305.9183673469,"E00",NA
"ADFG-SSALMBRANCH-1956-2005-HIVELY","SSALMBRANCH","AKSTATE","ADFG","1956-2005",2005,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Branch","USA-AKSTATE-BRANCH","Sockeye Salmon Branch","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,47,528376.595744681,"E00","tc",47,528376.595744681,"E00",43,1036902.3255814,"E00",50,706808,"E00",0,NA,NA,47,1259136.17021277,"E00",NA
"ADFG-SSALMBUSKINL-1990-2003-HIVELY","SSALMBUSKINL","AKSTATE","ADFG","1990-2003",2003,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Buskin Lake","USA-AKSTATE-BUSKINL","Sockeye Salmon Buskin Lake","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,14,9292.85714285714,"E00","tc",14,9292.85714285714,"E00",0,NA,NA,14,12708.5714285714,"E00",0,NA,NA,14,21985.7142857143,"E00",NA
"DFO-SSALMCAYENNE-1976-2001-HIVELY","SSALMCAYENNE","DFO","DFO","1976-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","cayenne","Canada-DFO-CAYENNE","Sockeye Salmon cayenne","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,16,3325.375,"E00","tc",16,3325.375,"E00",12,6032.5,"E00",21,1867.04761904762,"E00",0,NA,NA,16,5647.875,"E00",NA
"ADFG-SSALMCHIGNIKL-1918-1999-HIVELY","SSALMCHIGNIKL","AKSTATE","ADFG","1918-1999",1999,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Chignik Lake","USA-AKSTATE-CHIGNIKL","Sockeye Salmon Chignik Lake","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,78,559750,"E00","tc",78,559750,"E00",76,953381.578947368,"E00",78,400576.923076923,"E00",0,NA,NA,78,960358.974358974,"E00",NA
"ADFG-SSALMCHILKATL-1976-2002-HIVELY","SSALMCHILKATL","AKSTATE","ADFG","1976-2002",2002,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Chilkat Lake","USA-AKSTATE-CHILKATL","Sockeye Salmon Chilkat Lake","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,27,95225.9259259259,"E00","tc",27,95225.9259259259,"E00",22,219709.090909091,"E00",27,117629.62962963,"E00",0,NA,NA,27,212866.666666667,"E00",NA
"DFO-SSALMCHILKO-1948-2001-HIVELY","SSALMCHILKO","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Chilko","Canada-DFO-CHILKO","Sockeye Salmon Chilko","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,49,1086183.67346939,"E00","tc",49,1086183.67346939,"E00",49,1478581.63265306,"E00",54,356298.148148148,"E00",0,NA,NA,49,1456938.7755102,"E00",NA
"ADFG-SSALMCHILKOOTL-1976-2002-HIVELY","SSALMCHILKOOTL","AKSTATE","ADFG","1976-2002",2002,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Chilkoot Lake","USA-AKSTATE-CHILKOOTL","Sockeye Salmon Chilkoot Lake","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,27,106582.592592593,"E00","tc",27,106582.592592593,"E00",19,198000,"E00",27,66063.3333333333,"E00",0,NA,NA,27,172644.444444444,"E00",NA
"DFO-SSALMCHILKOS-1967-1989-HIVELY","SSALMCHILKOS","DFO","DFO","1967-1989",1989,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Chilko South","Canada-DFO-CHILKOS","Sockeye Salmon Chilko South","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,17,88807.6470588235,"E00","tc",17,88807.6470588235,"E00",18,117275.333333333,"E00",18,35270.7222222222,"E00",0,NA,NA,17,129078.235294118,"E00",NA
"DFO-SSALMCHILLIW-1976-2001-HIVELY","SSALMCHILLIW","DFO","DFO","1976-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","chilliwack","Canada-DFO-CHILLIW","Sockeye Salmon chilliwack","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,21,3030.33333333333,"E00","tc",21,3030.33333333333,"E00",19,4981.15789473684,"E00",24,3152.95833333333,"E00",0,NA,NA,21,6519.52380952381,"E00",NA
"WDFW-SSALMCOLR-1950-2002-HIVELY","SSALMCOLR","WASTATE","WDFW","1950-2002",2002,"Unknown","unknown","Unknown","USA","US West Coast (Pacific Salmon)","Columbia R","USA-WASTATE-COLR","Sockeye Salmon Columbia R","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,53,32954.7169811321,"E00","tc",53,32954.7169811321,"E00",0,NA,NA,53,75558.4905660377,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMCULTUS-1948-2001-HIVELY","SSALMCULTUS","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Cultus","Canada-DFO-CULTUS","Sockeye Salmon Cultus","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,49,54956.3673469388,"E00","tc",49,54956.3673469388,"E00",49,68168.9591836735,"E00",54,12033.6851851852,"E00",0,NA,NA,49,66724.1428571429,"E00",NA
"ADFG-SSALMEALSEKDR-1972-2002-HIVELY","SSALMEALSEKDR","AKSTATE","ADFG","1972-2002",2002,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","East-Alsek-Doame River","USA-AKSTATE-EALSEKDR","Sockeye Salmon East-Alsek-Doame River","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,31,59063.8064516129,"E00","tc",31,59063.8064516129,"E00",26,123657.692307692,"E00",31,51251.6129032258,"E00",0,NA,NA,31,110367.741935484,"E00",NA
"ADFG-SSALMEGEGIK-1953-2005-HIVELY","SSALMEGEGIK","AKSTATE","ADFG","1953-2005",2005,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Egegik","USA-AKSTATE-EGEGIK","Sockeye Salmon Egegik","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,50,4938540,"E00","tc",50,4938540,"E00",46,5987152.17391304,"E00",50,1113000,"E00",0,NA,NA,50,6051240,"E00",NA
"TINRO-SSALMEKAMSW-1952-2004-HIVELY","SSALMEKAMSW","TINRO","TINRO","1952-2004",2004,"Unknown","unknown","Unknown","Russia","Russia Japan (Pacific Salmon)","East Kamchatka sockeye wild","Russia-TINRO-EKAMSW","Sockeye Salmon East Kamchatka sockeye wild","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,53,916345.283018868,"E00","tc",53,916345.283018868,"E00",0,NA,NA,53,778866.037735849,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-SSALMEUPPERS-1969-1999-HIVELY","SSALMEUPPERS","AKSTATE","ADFG","1969-1999",1999,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Early Upper Station","USA-AKSTATE-EUPPERS","Sockeye Salmon Early Upper Station","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,25,51585.44,"E00","tc",25,51585.44,"E00",25,103672,"E00",31,51406.4516129032,"E00",0,NA,NA,25,108332,"E00",NA
"DFO-SSALMFENNELL-1954-2001-HIVELY","SSALMFENNELL","DFO","DFO","1954-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","fennell","Canada-DFO-FENNELL","Sockeye Salmon fennell","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,39,12881.4358974359,"E00","tc",39,12881.4358974359,"E00",39,18895.8717948718,"E00",39,6435.4358974359,"E00",0,NA,NA,39,19350.8205128205,"E00",NA
"DFO-SSALMGATES-1948-2001-HIVELY","SSALMGATES","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Gates","Canada-DFO-GATES","Sockeye Salmon Gates","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,48,38133.875,"E00","tc",48,38133.875,"E00",49,43223.5306122449,"E00",49,4739.10204081633,"E00",0,NA,NA,49,42839.0612244898,"E00",NA
"DFO-SSALMGATESC-1968-2001-HIVELY","SSALMGATESC","DFO","DFO","1968-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Gates Channel","Canada-DFO-GATESC","Sockeye Salmon Gates Channel","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,33,9500.24242424242,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMHARRISON-1948-2001-HIVELY","SSALMHARRISON","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","harrison","Canada-DFO-HARRISON","Sockeye Salmon harrison","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,49,30136.9387755102,"E00","tc",49,30136.9387755102,"E00",48,41115.8333333333,"E00",54,12146.1666666667,"E00",0,NA,NA,49,41301.8367346939,"E00",NA
"DFO-SSALMHORSEFLY-1948-2001-HIVELY","SSALMHORSEFLY","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Horsefly","Canada-DFO-HORSEFLY","Sockeye Salmon Horsefly","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,49,853508.408163265,"E00","tc",49,853508.408163265,"E00",49,1062428.71428571,"E00",54,246440.685185185,"E00",0,NA,NA,49,1126709.12244898,"E00",NA
"FAJ-SSALMHSSH-1952-1998-HIVELY","SSALMHSSH","FAFRFJ","FAJ","1952-1998",1998,"Unknown","unknown","Unknown","Japan","Russia Japan (Pacific Salmon)","Japan High Seas catch sockeye hatchery","Japan-FAFRFJ-HSSH","Sockeye Salmon Japan High Seas catch sockeye hatchery","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,47,96.5957446808511,"E00","tc",47,96.5957446808511,"E00",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"FAJ-SSALMHSSW-1952-1998-HIVELY","SSALMHSSW","FAFRFJ","FAJ","1952-1998",1998,"Unknown","unknown","Unknown","Japan","Russia Japan (Pacific Salmon)","Japan High Seas catch sockeye wild","Japan-FAFRFJ-HSSW","Sockeye Salmon Japan High Seas catch sockeye wild","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,47,4089680.85106383,"E00","tc",47,4089680.85106383,"E00",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"ADFG-SSALMIGUSHIK-1953-2005-HIVELY","SSALMIGUSHIK","AKSTATE","ADFG","1953-2005",2005,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Igushik River","USA-AKSTATE-IGUSHIK","Sockeye Salmon Igushik","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,50,609580,"E00","tc",50,609580,"E00",46,944086.956521739,"E00",50,338260,"E00",0,NA,NA,50,948000,"E00",NA
